Nome file,Dimensione,Cartella Diretta,Cartella Base,HDD
Ultimate.Spiderman.Web.Warriors.3x04.Cloak.E.Dagger.DLMux.ITA-ENG.AC3.x264.1080p-ALKTORO.mkv,850MB,Ultimate Spiderman S01-S04 DLMux 1080p ITA-ENG,ANIME,SOA
Ultimate.Spiderman.Web.Warriors.3x05.Il.Nuovo.Iron.Spider.DLMux.ITA-ENG.AC3.x264.1080p-ALKTORO.mkv,860MB,Ultimate Spiderman S01-S04 DLMux 1080p ITA-ENG,ANIME,SOA
Ultimate.Spiderman.Web.Warriors.3x06.L.Avvoltoio.DLMux.ITA-ENG.AC3.x264.1080p-ALKTORO.mkv,870MB,Ultimate Spiderman S01-S04 DLMux 1080p ITA-ENG,ANIME,SOA
Ultimate.Spiderman.Web.Warriors.3x07.Spider-Man.Il.Selvaggio.DLMux.ITA-ENG.AC3.x264.1080p-ALKTORO.mkv,881MB,Ultimate Spiderman S01-S04 DLMux 1080p ITA-ENG,ANIME,SOA
Ultimate.Spiderman.Web.Warriors.3x08.Nuovi.Guerrieri.DLMux.ITA-ENG.AC3.x264.1080p-ALKTORO.mkv,829MB,Ultimate Spiderman S01-S04 DLMux 1080p ITA-ENG,ANIME,SOA
Ultimate.Spiderman.Web.Warriors.3x09.Lo.Spider-Universo.Prima.Parte.DLMux.ITA-ENG.AC3.x264.1080p-ALKTORO.mkv,829MB,Ultimate Spiderman S01-S04 DLMux 1080p ITA-ENG,ANIME,SOA
Ultimate.Spiderman.Web.Warriors.3x10.Lo.Spider-Universo.Seconda.Parte.DLMux.ITA-ENG.AC3.x264.1080p-ALKTORO.mkv,737MB,Ultimate Spiderman S01-S04 DLMux 1080p ITA-ENG,ANIME,SOA
Ultimate.Spiderman.Web.Warriors.3x11.Lo.Spider-Universo.Terza.Parte.DLMux.ITA-ENG.AC3.x264.1080p-ALKTORO.mkv,840MB,Ultimate Spiderman S01-S04 DLMux 1080p ITA-ENG,ANIME,SOA
Ultimate.Spiderman.Web.Warriors.3x12.Lo.Spider-Universo.Quarta.Parte.DLMux.ITA-ENG.AC3.x264.1080p-ALKTORO.mkv,840MB,Ultimate Spiderman S01-S04 DLMux 1080p ITA-ENG,ANIME,SOA
Ultimate.Spiderman.Web.Warriors.3x13.Il.Ritorno.Dei.Guardiani.Della.Galassia.DLMux.ITA-ENG.AC3.x264.1080p-ALKTORO.mkv,901MB,Ultimate Spiderman S01-S04 DLMux 1080p ITA-ENG,ANIME,SOA
Ultimate.Spiderman.Web.Warriors.3x14.S.H.I.E.L.D.Academy.720p.WEB-DL.ITA-ENG.x264.AAC.mkv,215MB,Ultimate Spiderman S01-S04 DLMux 1080p ITA-ENG,ANIME,SOA
Ultimate.Spiderman.Web.Warriors.3x15.La.Furia.Di.Rhino.720p.WEB-DL.ITA-ENG.x264.AAC.mkv,225MB,Ultimate Spiderman S01-S04 DLMux 1080p ITA-ENG,ANIME,SOA
Ultimate.Spiderman.Web.Warriors.3x16.Ant-Man.720p.WEB-DL.ITA-ENG.x264.AAC.mkv,256MB,Ultimate Spiderman S01-S04 DLMux 1080p ITA-ENG,ANIME,SOA
Ultimate.Spiderman.Web.Warriors.3x17.Burritos.Che.Passione.720p.WEB-DL.ITA-ENG.x264.mkv,205MB,Ultimate Spiderman S01-S04 DLMux 1080p ITA-ENG,ANIME,SOA
Ultimate.Spiderman.Web.Warriors.3x18.Inhumanity.720p.WEB-DL.ITA-ENG.x264.AAC.mkv,205MB,Ultimate Spiderman S01-S04 DLMux 1080p ITA-ENG,ANIME,SOA
Ultimate.Spiderman.Web.Warriors.3x19.Attack.of.the.Synthezoids.720p.WEB-DL.ITA-ENG.x264.AAC.mkv,215MB,Ultimate Spiderman S01-S04 DLMux 1080p ITA-ENG,ANIME,SOA
Ultimate.Spiderman.Web.Warriors.3x20.The.Revenge.of.Arnim.Zola.720p.WEB-DL.ITA-ENG.x264.AAC.mkv,215MB,Ultimate Spiderman S01-S04 DLMux 1080p ITA-ENG,ANIME,SOA
Ultimate.Spiderman.Web.Warriors.3x21.Halloween.Night.at.the.Museum.720p.WEB-DL.ITA-ENG.x264.AAC.mkv,215MB,Ultimate Spiderman S01-S04 DLMux 1080p ITA-ENG,ANIME,SOA
Ultimate.Spiderman.Web.Warriors.3x22.Nightmare.on.Christmas.720p.WEB-DL.ITA-ENG.x264.AAC.mkv,236MB,Ultimate Spiderman S01-S04 DLMux 1080p ITA-ENG,ANIME,SOA
Ultimate.Spiderman.Web.Warriors.3x23.Contest.of.Champions.Pt.1.720p.WEB-DL.ITA-ENG.x264.AAC.mkv,276MB,Ultimate Spiderman S01-S04 DLMux 1080p ITA-ENG,ANIME,SOA
Ultimate.Spiderman.Web.Warriors.3x24.Contest.of.Champions.Pt.2.720p.WEB-DL.ITA-ENG.x264.AAC.mkv,266MB,Ultimate Spiderman S01-S04 DLMux 1080p ITA-ENG,ANIME,SOA
Ultimate.Spiderman.Web.Warriors.3x25.Contest.of.Champions.Pt.3.720p.WEB-DL.ITA-ENG.x264.AAC.mkv,246MB,Ultimate Spiderman S01-S04 DLMux 1080p ITA-ENG,ANIME,SOA
Ultimate.Spiderman.Web.Warriors.3x26.Contest.of.Champions.Pt.4.720p.WEB-DL.ITA-ENG.x264.AAC.mkv,236MB,Ultimate Spiderman S01-S04 DLMux 1080p ITA-ENG,ANIME,SOA
Una.Lettera.per.Momo.BDrip.1080p.Dts.Aac.Ita.Aac.Jap.Subs.Chapters.[Cpr].mkv,4.4GB,FILM VARI,ANIME,SOA
Vampire.Hunter.D.Bloodlust.BDMux.1080p.AC3.Ita.Jap.Eng.SUB.Ita.Eng.[Cpr].mkv,4.4GB,FILM VARI,ANIME,SOA
video.avi,41MB,negozino,Io e Sarettah,SOA
Banshee.1x01.Il.nuovo.sceriffo.1080p.ITA-ENG.SUB.ITA-ENG.mkv,1.1GB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.1x02.Un.rave.mortale.1080p.ITA-ENG.SUB.ITA-ENG.mkv,911MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.1x03.L'incontro.di.boxe.1080p.ITA-ENG.SUB.ITA-ENG.mkv,891MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.1x04.Nuovi.complici.1080p.ITA-ENG.SUB.ITA-ENG.mkv,983MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.1x05.Fratellanza.1080p.ITA-ENG.SUB.ITA-ENG.mkv,942MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.1x06.Una.vecchia.conoscenza.1080p.ITA-ENG.SUB.ITA-ENG.mkv,993MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.1x07.L'apocalisse.1080p.ITA-ENG.SUB.ITA-ENG.mkv,799MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.1x08.L'appartenenza.1080p.ITA-ENG.SUB.ITA-ENG.mkv,901MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.1x09.Verità.a.galla1080p.ITA-ENG.SUB.ITA-ENG.mkv,819MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.1x10.L'ultima.carta.1080p.ITA-ENG.SUB.ITA-ENG.mkv,1.0GB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.2x01.Pesci.piccoli.1080p.ITA-ENG.SUB.ITA-ENG.mkv,860MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.2x02.L'uomo.del.tuono.1080p.ITA-ENG.SUB.ITA-ENG.mkv,993MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.2x03.La.riserva.1080p.ITA-ENG.SUB.ITA-ENG.mkv,891MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.2x04.Discendenze.1080p.ITA-ENG.SUB.ITA-ENG.mkv,911MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.2x05.La.verità.sugli.unicorni.1080p.ITA-ENG.SUB.ITA-ENG.mkv,788MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.2x06.Con.me.o.contro.di.me.1080p.ITA-ENG.SUB.ITA-ENG.mkv,788MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.2x07.L'irruzione.1080p.ITA-ENG.SUB.ITA-ENG.mkv,829MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.2x08.Male.per.male.1080p.ITA-ENG.SUB.ITA-ENG.mkv,891MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.2x09.La.caccia.1080p.ITA-ENG.SUB.ITA-ENG.mkv,840MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.2x10.Pallottole.e.lacrime.1080p.ITA-ENG.SUB.ITA-ENG.mkv,1.0GB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.3x01.Un.nuovo.colpo.BDMux.1080p.x265.ITA-ENG.mkv,573MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.3x02.Serpenti.e.altro.BDMux.1080p.x265.ITA-ENG.mkv,584MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.3x03.Il.riparatore.BDMux.1080p.x265.ITA-ENG.mkv,737MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.3x04.Senza.esclusione.di.colpi.BDMux.1080p.x265.ITA-ENG.mkv,655MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.3x05.Sangue.in.cambio.di.sangue.BDMux.1080p.x265.ITA-ENG.mkv,666MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.3x06.Eravamo.tutti.qualcun.altro.BDMux.1080p.x265.ITA-ENG.mkv,625MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.3x07.Incubi.e.fantasmi.BDMux.1080p.x265.ITA-ENG.mkv,717MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.3x08.Vendetta.a.sangue.freddo.BDMux.1080p.x265.ITA-ENG.mkv,604MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.3x09.Ordine.ristabilito.BDMux.1080p.x265.ITA-ENG.mkv,563MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.3x10.Attacco.alla.base.BDMux.1080p.x265.ITA-ENG.mkv,717MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.4x01.Giù.dalla.collina.1080p.ITA-ENG.SUB.ITA.mkv,973MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.4x02.Il.peso.della.bellezza.1080p.ITA-ENG.SUB.ITA.mkv,860MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.4x03.Job.1080p.ITA-ENG.SUB.ITA.mkv,932MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.4x04.Innocente.1080p.ITA-ENG.SUB.ITA.mkv,829MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.4x05.Dedizione.1080p.ITA-ENG.SUB.ITA.mkv,881MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.4x06.Modificazioni.1080p.ITA-ENG.SUB.ITA.mkv,809MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.4x07.Verità.diverse.1080p.ITA-ENG.SUB.ITA.mkv,809MB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
Banshee.4x08.Requiem.1080p.ITA-ENG.SUB.ITA.mkv,1.1GB,Banshee S01-S04 BDMux 1080p ITA,SERIE TV,TR3NTON
For.All.Mankind.1x01.Luna.Rossa.ITA.ENG.1080p.ATVP.WEB-DLMux.DD5.1.H.264-M&M.mkv,5.0GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.1x02.Costrui.Il.Saturno.V.ITA.ENG.1080p.ATVP.WEB-DLMux.DD5.1.H.264-M&M.mkv,4.8GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.1x03.Le.Donne.Di.Nixon.ITA.ENG.1080p.ATVP.WEB-DLMux.DD5.1.H.264-M&M.mkv,4.7GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.1x04.Equipaggio.Primario.ITA.ENG.1080p.ATVP.WEB-DL.DD5.1.H.264-M&M.mkv,4.7GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.1x05.Nell’Abisso.ITA.ENG.1080p.ATVP.WEB-DL.DD5.1.H.264-M&M.mkv,4.6GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.1x06.Ritorno.A.Casa.ITA.ENG.1080p.ATVP.WEB-DL.DD5.1.H.264-M&M.mkv,4.6GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.1x07.Ciao.Bob.ITA.ENG.1080p.ATVP.WEB-DL.DD5.1.H.264-MeM.mkv,4.5GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.1x08.Lontano.Dalla.Vita.ITA.ENG.1080p.ATVP.WEB-DL.DD5.1.H.264-MeM.mkv,4.4GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.1x09.Uccellino.Dormiente.REPACK.ITA-ENG.1080p.ATVP.WEB-DL.ATMOS.H.264-MeM.mkv,4.0GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.1x10.Sos.ITA-ENG.1080p.ATVP.WEB-DL.ATMOS.H.264-MeM.mkv,6.2GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.2x01.Ogni.Piccola.Cosa.iTALiAN.MULTi.1080p.WEB.x264-MeM.mkv,4.7GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.2x02.Ferita.Sanguinante.iTALiAN.MULTi.1080p.WEB.x264-MeM.mkv,4.6GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.2x03.Regole.D.Ingaggio.iTALiAN.MULTi.1080p.WEB.x264-MeM.mkv,4.9GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.2x04.Pathfinder.iTALiAN.MULTi.1080p.WEB.x264-MeM.mkv,5.0GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.2x05.Il.Peso.iTALiAN.MULTi.1080p.WEB.x264-MeM.mkv,4.7GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.2x06.Progetti.E.Imprevisti.iTALiAN.MULTi.1080p.WEB.x264-MeM.mkv,4.8GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.2x07.Non.Essere.Crudele.iTALiAN.MULTi.1080p.WEB.x264-MeM.mkv,5.0GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.2x08.Ed.Ecco.A.Voi.iTALiAN.MULTi.1080p.WEB.x264-MeM.mkv,5.7GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.2x09.Triage.iTALiAN.MULTi.1080p.WEB.x264-MeM.mkv,4.6GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.2x10.Il.Grigio.iTALiAN.MULTi.1080p.WEB.x264-MeM.mkv,6.3GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.S03E01.Polaris.1080p.WEBMux.ITA.ENG.DDP5.1.Atmos.x264-BlackBit.mkv,4.6GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.S03E02.Game.Changer.1080p.WEBMux.ITA.ENG.DDP5.1.Atmos.x264-BlackBit.mkv,5.0GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.S03E03.All.In.1080p.WEBMux.ITA.ENG.DDP5.1.Atmos.x264-BlackBit.mkv,5.0GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.S03E04.Happy.Valley.1080p.WEBMux.ITA.ENG.DDP5.1.Atmos.x264-BlackBit.mkv,4.2GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.S03E05.Seven.Minutes.of.Terror.1080p.WEBMux.ITA.ENG.DDP5.1.Atmos.x264-BlackBit.mkv,5.2GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.S03E06.New.Eden.1080p.WEBMux.ITA.ENG.DDP5.1.Atmos.x264-BlackBit.mkv,4.9GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.S03E07.Bring.It.Down.1080p.WEBMux.ITA.ENG.DDP5.1.Atmos.x264-BlackBit.mkv,4.7GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.S03E08.Bring.It.Down.1080p.WEBMux.HEVC.ITA.ENG.DDP5.1.Atmos.x265-BlackBit.mkv,1.9GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.S03E09.Coming.Home.1080p.WEBMux.HEVC.ITA.ENG.DDP5.1.Atmos.x265-BlackBit.mkv,1.4GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.S03E10.Stranger.In.A.Strange.Land.1080p.WEBMux.HEVC.ITA.ENG.DDP5.1.Atmos.x265-BlackBit.mkv,3.3GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.S04E01.Glasnost.ITA.ENG.1080p.ATVP.WEB-DL.DD5.1.H264-MeM.GP.mkv,5.4GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.S04E02.Buon.Sol.ITA.ENG.1080p.ATVP.WEB-DL.DD5.1.H264-MeM.GP.mkv,4.2GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.S04E03.La.stretta.dell.orso.ITA.ENG.1080p.ATVP.WEB-DL.DD5.1.H264-MeM.GP.mkv,5.6GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.S04E04.Divisioni.interne.ITA.ENG.1080p.ATVP.WEB-DL.DD5.1.H264-MeM.GP.mkv,4.7GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.S04E05.Riccioli.d.oro.ITA.ENG.1080p.ATVP.WEB-DL.DD5.1.H264-MeM.GP.mkv,4.4GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.S04E06.Leningrado.ITA.ENG.1080p.ATVP.WEB-DL.DD5.1.H264-MeM.GP.mkv,4.5GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.S04E07.Oltrepassare.il.limite.ITA.ENG.1080p.ATVP.WEB-DL.DD5.1.H264-MeM.GP.mkv,3.4GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.S04E08.Eredita.ITA.ENG.1080p.ATVP.WEB-DL.DD5.1.H264-MeM.GP.mkv,4.2GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.S04E09.Brasile.ITA.ENG.1080p.ATVP.WEB-DL.DD5.1.H264-MeM.GP.mkv,3.7GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
For.All.Mankind.S04E10.Perestroika.ITA.ENG.1080p.ATVP.WEB-DL.DD5.1.H264-MeM.GP.mkv,6.1GB,For All Mankind S01-S04 1080 DLMux ITA-ENG,SERIE TV,TR3NTON
Godless.2017.1x01Un.incidente.a.Creede.ITA.ENG.1080p.WEBMux.DD5.1.x264-Morpheus.mkv,1.9GB,Godless.2017.S01.ITA.ENG.1080p.NF.WEBMux.DD5.1.x264,SERIE TV,TR3NTON
Godless.2017.1x02.Le.signore.di.La.Belle.ITA.ENG.1080p.WEBMux.DD5.1.x264-Morpheus.mkv,1.7GB,Godless.2017.S01.ITA.ENG.1080p.NF.WEBMux.DD5.1.x264,SERIE TV,TR3NTON
Godless.2017.1x03.La.saggezza.del.cavallo.ITA.ENG.1080p.WEBMux.DD5.1.x264-Morpheus.mkv,2.3GB,Godless.2017.S01.ITA.ENG.1080p.NF.WEBMux.DD5.1.x264,SERIE TV,TR3NTON
Godless.2017.1x04.Padri.e.figli.ITA.ENG.1080p.WEBMux.DD5.1.x264-Morpheus.mkv,2.6GB,Godless.2017.S01.ITA.ENG.1080p.NF.WEBMux.DD5.1.x264,SERIE TV,TR3NTON
Godless.2017.1x05.Ha.staccato.la.testa.a.un.serpente.ITA.ENG.1080p.WEBMux.DD5.1.x264-Morpheus.mkv,1.4GB,Godless.2017.S01.ITA.ENG.1080p.NF.WEBMux.DD5.1.x264,SERIE TV,TR3NTON
Godless.2017.1x06.Caro.Roy.ITA.ENG.1080p.WEBMux.DD5.1.x264-Morpheus.mkv,1.2GB,Godless.2017.S01.ITA.ENG.1080p.NF.WEBMux.DD5.1.x264,SERIE TV,TR3NTON
Godless.2017.1x07.Il.ritorno.ITA.ENG.1080p.WEBMux.DD5.1.x264-Morpheus.mkv,2.2GB,Godless.2017.S01.ITA.ENG.1080p.NF.WEBMux.DD5.1.x264,SERIE TV,TR3NTON
Halt.and.Catch.Fire.1x01.IO.BDMux.1080p.x265.ITA-ENG.mkv,1.6GB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.1x02.FUD.BDMux.1080p.x265.ITA-ENG.mkv,1.9GB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.1x03.High.Plains.Hardware.BDMux.1080p.x265.ITA-ENG.mkv,891MB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.1x04.Close.to.the.Metal.BDMux.1080p.x265.ITA-ENG.mkv,1.6GB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.1x05.Adventure.BDMux.1080p.x265.ITA-ENG.mkv,1.4GB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.1x06.Landfall.BDMux.1080p.x265.ITA-ENG.mkv,829MB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.1x07.Giant.BDMux.1080p.x265.ITA-ENG.mkv,788MB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.1x08.The.214s.BDMux.1080p.x265.ITA-ENG.mkv,983MB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.1x09.Up.Helly.Aa.BDMux.1080p.x265.ITA-ENG.mkv,1.1GB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.1x10.1984.BDMux.1080p.x265.ITA-ENG.mkv,1.1GB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.2x01.SETI.BDMux.1080p.x265.ITA-ENG.mkv,1.2GB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.2x02.New.Coke.BDMux.1080p.x265.ITA-ENG.mkv,881MB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.2x03.The.Way.In.BDMux.1080p.x265.ITA-ENG.mkv,737MB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.2x04.Play.With.Friends.BDMux.1080p.x265.ITA-ENG.mkv,829MB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.2x05.Extract.and.Defend.BDMux.1080p.x265.ITA-ENG.mkv,788MB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.2x06.10Broad36.BDMux.1080p.x265.ITA-ENG.mkv,778MB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.2x07.Working.for.the.Clampdown.BDMux.1080p.x265.ITA-ENG.mkv,727MB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.2x08.Limbo.BDMux.1080p.x265.ITA-ENG.mkv,911MB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.2x09.Kali.BDMux.1080p.x265.ITA-ENG.mkv,696MB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.2x10.Heaven.is.a.Place.BDMux.1080p.x265.ITA-ENG.mkv,748MB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.3x01.Delizie.della.Valley.DLMux.1080p.x265.ITA-ENG.SUB.ITA-ENG.mkv,1.0GB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.3x02.A.ogni.costo.DLMux.1080p.x265.ITA-ENG.SUB.ITA-ENG.mkv,1.1GB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.3x03.Cambio.di.rotta.DLMux.1080p.x265.ITA-ENG.SUB.ITA-ENG.mkv,1.0GB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.3x04.Gioco.di.squadra.DLMux.1080p.x265.ITA-ENG.SUB.ITA-ENG.mkv,1004MB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
Halt.and.Catch.Fire.3x05.Yerba.Buena.DLMux.1080p.x265.ITA-ENG.SUB.ITA-ENG.mkv,1.1GB,Halt and Catch Fire S01-S04 1080p BDMux-DLMux,SERIE TV,TR3NTON
